Farm_ID,Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Crop_Type,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Sustainability_Score
1656,5.825218173,47.20668635,25.44745659,189.87249,Wheat,159.7834636,5.522906595,1.016340928,86.26703157
1657,7.008877449,40.51438298,20.12678014,87.373147,Soybean,187.5117194,6.751349266,1.373334721,80.70008197
1658,7.42693123,37.13721286,34.50778916,200.0385163,Soybean,80.84550922,8.845626028,6.374722236,18.81867179
1659,6.970029062,25.96156658,20.3191288,187.2051393,Wheat,73.65692482,12.36301426,9.902697582,8.158158198
1660,6.867438203,23.04652993,25.41144363,191.138667,Soybean,53.55704704,13.11849283,1.550276663,22.73526412
1661,6.99566196,19.53490946,15.46579247,149.0273872,Corn,52.37596225,1.1901026,7.276147029,41.50987171
1662,6.663576705,16.90317096,32.68205793,186.7975176,Wheat,123.4488086,15.110035,4.837066048,43.69415465
1663,5.926932462,22.91853867,24.3109465,53.90166222,Rice,162.3728791,16.66522432,3.211513984,40.25684186
1664,7.219593459,37.34892359,22.56744563,221.161566,Soybean,149.1768342,4.451232615,3.449062535,64.53963119
1665,6.482930701,11.17618383,26.82033791,156.4309679,Rice,105.009306,16.52878248,8.056844418,0.238272298
1666,6.17170165,22.98318265,16.69159317,138.9395375,Wheat,101.1339479,9.894134557,3.308589847,25.31979926
1667,5.851025711,18.11794901,21.1877882,163.0381125,Rice,180.5785746,1.731672004,5.037453005,65.36045081
1668,5.986041116,44.18998806,21.91941275,189.4020441,Corn,123.2845365,14.95883013,3.923566655,21.07731989
1669,7.146987875,24.00728908,23.88766062,129.4410781,Corn,126.149187,6.427455592,6.099917555,7.580160167
1670,5.537706061,35.58061894,21.22603114,70.94592923,Soybean,158.6138841,1.288914443,8.184000597,57.29663028
1671,6.590384077,12.63621261,26.38171807,293.4339836,Corn,89.06510505,18.28230685,9.058617033,1.119227829
1672,7.287318505,19.66495478,17.03971707,236.1442844,Rice,103.8649094,8.206383931,4.893923982,83.61044169
1673,5.742123193,17.37975397,15.84413642,231.0908847,Rice,89.08210171,19.61028617,9.494842308,60.56031001
1674,6.178765402,25.94848153,24.86208602,91.54605545,Wheat,199.3940829,1.239803161,5.780451851,92.69527776
1675,6.818523025,36.6785387,33.13940041,188.6314974,Soybean,195.71109,1.033595568,5.978330589,66.41632098
1676,6.088021634,32.0103908,29.94586417,56.6464742,Corn,174.4063433,15.9175348,8.596426121,19.45756605
1677,7.007297182,33.65647484,29.39040713,90.78928754,Soybean,191.4913964,1.700873104,9.803736215,34.70344598
1678,7.498222354,17.9581186,29.2568328,134.6851445,Rice,62.74147413,8.942231666,2.434179049,11.24058337
1679,7.310894627,38.24165889,15.32598897,194.0978077,Rice,94.14211772,16.81163329,9.525040258,89.29957748
1680,6.469314212,17.6398187,19.15807633,184.8848079,Corn,65.82662437,1.492146376,1.734953123,80.67196135
1681,5.615938996,19.99032446,18.98552765,72.13117231,Wheat,51.00756307,13.01419213,1.194090778,58.70980707
1682,6.37504857,32.92807868,31.47408893,56.07278396,Corn,80.09158851,8.194593606,3.062338061,1.639420622
1683,6.6932462,40.53094142,31.82207455,234.9224463,Wheat,57.43271652,17.47920643,7.607554219,29.10164884
1684,5.810016915,45.52813187,16.29813799,220.5486121,Soybean,150.5046416,11.47449611,8.639434515,88.07152098
1685,5.968171643,20.83424556,15.55884405,62.32408947,Soybean,192.6795175,6.7670377,5.000173355,85.41589667
1686,7.338491967,41.71869355,21.23968602,175.2967128,Wheat,88.43417068,7.05610495,9.541292812,66.5807902
1687,7.367395758,23.53683866,22.25751538,162.9386429,Corn,167.1426276,11.66234737,7.243044041,76.74342183
1688,6.198144315,32.18660755,23.56030396,264.0799897,Rice,123.8783374,8.815613178,8.485429016,84.40088606
1689,6.347235041,15.22834838,34.5492092,51.94985205,Rice,170.4076526,1.962106243,6.925943428,4.730993407
1690,6.830671048,32.90242298,18.25883728,144.427684,Corn,188.7787085,13.7446137,3.453902867,19.9472166
1691,6.026209726,46.6227409,25.74753736,71.51977201,Rice,112.7316235,11.62216288,9.934365508,93.90494503
1692,6.314439726,19.98910039,23.16790293,218.9600897,Corn,107.8739041,3.900891112,9.961112521,36.68256837
1693,6.821140783,18.60593961,28.12006033,128.7735676,Corn,114.4566578,2.951267853,1.305786966,31.36321434
1694,6.625769395,11.17927486,15.61835535,195.1955774,Rice,161.4567799,17.45049893,4.049758869,87.48298103
1695,6.426586416,15.84111067,17.44930027,205.8719387,Rice,188.7693028,4.669859325,9.797543528,77.70742642
1696,6.99533921,40.24300614,26.30970699,288.3419958,Corn,181.9996325,5.769656055,9.748959087,62.67306152
1697,6.467743322,20.1762237,34.60552007,224.411193,Rice,90.05160281,18.66577347,2.657082886,36.64117896
1698,7.024270671,24.83479708,26.09908228,240.9644721,Wheat,133.5078869,14.76096192,5.331132521,31.85249201
1699,5.663559026,37.48484644,24.71023204,177.9087918,Soybean,147.5903325,6.84719242,6.095886976,39.13733916
1700,6.311505544,40.52652144,24.45848741,284.1918961,Corn,76.84382196,18.22107877,3.983281622,86.79232327
1701,5.580600169,49.64895434,16.85593533,166.2156181,Soybean,114.2038795,4.310605914,6.845277259,16.79919944
1702,6.948084516,14.11098365,24.02833028,257.086684,Wheat,175.6712435,5.909079578,9.937981228,50.19026151
1703,7.137508737,11.66373801,30.64671901,122.7892405,Soybean,181.3208318,5.580376332,1.840438838,83.01175383
1704,6.529147745,15.55560724,23.90452691,163.6858623,Rice,98.539726,1.139608022,3.769578289,36.52107177
1705,5.596342645,41.9666054,24.22897821,54.84051271,Soybean,166.4990541,10.50539911,4.54570076,87.29825898
1706,7.446091662,16.61550583,30.53034044,285.626567,Soybean,108.9269072,10.8633717,4.621163264,68.78909993
1707,6.878710907,20.95081764,22.75419635,185.2145427,Soybean,142.267656,3.32011418,5.458106283,59.70993598
1708,7.389426184,29.77262501,26.6876602,133.2570364,Wheat,175.0249031,17.1033228,7.140422973,23.28049286
1709,6.999310579,49.0605117,21.62453386,100.0380329,Rice,166.8761739,5.170890144,8.184598663,21.77018681
1710,6.023846047,24.24985121,28.10650259,154.0855877,Soybean,160.7703979,11.31235314,1.097130091,31.15217495
1711,6.849108336,25.56853824,25.96164909,89.09680766,Rice,83.0631701,8.534847377,3.477622236,64.45562999
1712,5.639036327,14.38531679,22.90810234,88.276561,Wheat,103.2891407,12.46432595,3.845450379,60.05590675
1713,6.112852086,21.29175736,25.24729671,149.2469219,Rice,195.4940499,13.31706411,2.173815855,9.302800604
1714,7.453854208,34.03789801,28.70391792,72.85130445,Soybean,191.4257218,17.01881519,4.287818181,24.08383929
1715,6.191059413,40.27589255,15.09055032,97.51113835,Wheat,117.3049718,3.720555044,8.851347729,94.55195064
1716,6.287697645,23.42017161,30.68553576,185.0169936,Wheat,152.3707568,13.41957837,3.116189578,14.15140254
1717,6.886147126,29.44254905,18.55419043,141.1703607,Rice,105.2459608,1.733269992,5.217180625,45.11277942
1718,7.2649203,44.43249147,27.20053946,180.8202016,Corn,105.067249,17.68622183,5.208856109,92.38503513
1719,6.934472526,35.47638526,34.94060644,127.6488719,Soybean,194.270648,5.64106165,4.906322207,91.96606009
1720,6.065303937,10.93449877,27.63722819,209.1764607,Corn,189.0894566,4.472255298,7.978680056,80.70330714
1721,6.503969208,36.23006324,28.55477288,165.8871106,Wheat,195.540716,8.735367165,1.416942525,57.83523872
1722,5.779583335,48.06149989,32.67589871,75.18466578,Rice,119.1080496,13.59464747,3.958477553,3.043629487
1723,6.074979412,32.40725915,32.51781319,178.8676595,Rice,52.07530721,10.89177028,5.299328088,99.71870006
1724,6.871612699,47.59852181,27.95932244,60.01005069,Corn,52.4894476,7.582432985,8.119769164,35.84184974
1725,6.282014674,37.83473708,17.75576189,139.7887874,Rice,95.2989646,11.01647477,1.673112526,68.97435729
1726,5.763865866,30.90853081,20.95719238,138.8501939,Wheat,80.52391491,1.4497246,3.778802855,68.94493761
1727,7.235148087,41.40643759,25.42967971,105.8373307,Rice,85.69100442,10.78986454,7.307916486,88.16563282
1728,6.722624796,17.32730255,20.68886355,265.3953714,Rice,54.40071595,17.47461764,1.834163523,70.381194
1729,5.883081328,37.92340083,24.53652284,126.8396785,Corn,178.7845544,3.828108287,1.935457955,30.00384977
1730,7.321860517,35.92398621,31.72905274,241.7218099,Soybean,181.1717688,12.86981373,4.159147958,21.29756497
1731,5.635461641,43.57877636,24.3528812,95.29828696,Wheat,81.36126412,18.15801626,1.530977852,50.8038962
1732,5.787157156,46.42819217,20.79197479,270.8826476,Wheat,174.5216236,19.49264561,5.694790625,46.46073429
1733,5.537972206,16.37379148,20.29001618,149.529362,Rice,50.78509657,5.126035507,4.186191395,78.52688473
1734,7.480293832,30.32155191,17.1586464,72.37989113,Rice,172.7344608,1.676563951,2.4093385,6.318600558
1735,5.738384289,42.61635258,25.74031883,158.3818088,Corn,191.4030233,15.00074047,3.719221294,44.62307834
1736,5.554483128,20.85184146,32.51174262,102.8082063,Soybean,52.79619742,1.153775556,2.400383591,24.72765925
1737,7.087962995,16.20281424,15.06866311,282.1381019,Rice,52.56759135,2.952462559,7.490117725,95.97093266
1738,6.557530652,37.61321809,30.96489829,177.3620806,Corn,160.1703507,17.3295351,4.862347579,0.93039438
1739,7.262869897,25.66792053,18.93555524,268.1511148,Wheat,107.9214741,9.491880471,8.783569394,31.43216675
1740,6.83091072,36.59829044,17.16655845,151.8109858,Rice,116.4518169,16.60196086,6.172105377,38.73264209
1741,6.715139558,23.05379221,18.88107754,276.948671,Wheat,137.4678053,4.956605468,1.791476631,89.6377165
1742,7.134570374,38.98377182,26.22336948,199.8904355,Rice,198.8530074,1.583976561,9.454719944,69.39687727
1743,5.720856031,22.78728637,23.69159275,89.80985546,Corn,96.2852787,11.26121673,1.698155504,43.90060117
1744,7.009268903,32.79689646,28.47191711,76.99750607,Rice,108.4473785,14.57258897,5.332084892,15.28358561
1745,6.845239904,47.53749639,29.28059057,152.8331722,Soybean,65.87985711,10.47334251,7.021721054,11.4301757
1746,6.036860024,20.0459476,24.06268698,257.8734491,Soybean,67.59674796,13.77503051,9.206883651,59.43162518
1747,5.667899848,45.24711094,16.74207534,114.2182511,Corn,126.661128,18.61332921,8.204757054,23.43464764
1748,6.019748695,44.76797017,30.5669367,190.6971212,Soybean,83.52178501,2.341876746,6.390949106,83.1377257
1749,6.630061269,38.50905334,27.07576201,236.8282666,Rice,86.94174185,1.67217717,9.764003693,86.57855585
1750,6.67189921,11.41936567,34.9463235,67.3887575,Soybean,95.44526729,7.603252021,6.295141672,17.82216582
1751,6.784577248,30.33210464,24.19155002,160.1628218,Wheat,154.0810016,8.873798852,4.881575718,41.51315709
1752,6.36154546,26.85871524,22.67631918,138.8871281,Soybean,114.3433177,13.67779213,9.254759697,79.69822712
1753,6.262577041,32.63683984,18.43440871,106.2569865,Wheat,120.0972177,17.49734297,7.823102734,42.04755647
1754,5.535580816,24.79128674,28.41634407,184.7302784,Soybean,58.36463212,8.427731791,9.547581627,77.69678001
1755,5.816093305,14.83288205,31.66092711,226.5605271,Corn,146.1252337,18.13454849,5.270019375,42.180889
1756,6.984291085,29.14783521,31.91181476,277.4560114,Soybean,68.80569945,18.85149202,7.950868425,89.66163431
1757,6.325637203,16.27683596,31.56416118,222.566399,Wheat,93.84983521,12.79879792,4.419004087,90.22540652
1758,6.749195178,47.53259016,30.61075197,114.447464,Corn,137.7751956,8.833589427,2.335158321,17.72917772
1759,5.585148617,42.95706738,18.77934444,126.6041424,Soybean,157.8412572,18.50985914,3.366796991,62.06018661
1760,7.465338455,25.78763609,15.84465974,58.44032077,Rice,55.93902737,16.1859037,4.687811883,81.38004929
1761,7.329889752,30.30069093,30.5179102,127.584563,Wheat,72.89804643,13.70375681,5.461195322,86.21474866
1762,6.598926949,35.67389634,19.54309456,261.8578723,Soybean,135.1570605,6.682710564,8.702784304,76.35084143
1763,5.989067298,14.94794931,34.92704153,160.6065613,Corn,62.63319685,5.172597559,6.940340052,15.80601138
1764,7.264565188,16.62656633,32.69473016,210.6620428,Rice,131.494143,10.83966237,4.083231493,55.45073737
1765,5.854995983,39.54794394,26.9355608,122.7166081,Soybean,117.34151,12.83113268,2.011511197,38.79520352
1766,6.176851818,17.75460384,26.35391608,170.0143005,Corn,92.6410328,16.7850809,5.747786239,63.74340672
1767,6.90133928,47.8731049,27.80046225,127.1975447,Wheat,83.41199423,6.886766217,5.152959648,58.19915624
1768,6.782522474,37.06511167,29.87263136,171.3949482,Wheat,175.8849605,1.444475649,1.432758513,1.267804793
1769,7.119220975,38.56358033,18.54491062,223.3972486,Rice,106.5589534,12.92737306,1.817655015,87.11721789
1770,5.928317467,37.07385052,18.04135589,80.35601564,Wheat,101.3822817,9.263718533,7.84816138,53.88582941
1771,6.07019513,22.57308874,20.57579104,233.8509955,Corn,100.1587517,4.124031947,6.2258858,10.53599807
1772,6.574708358,16.54338235,19.96380811,146.5751857,Rice,199.4008823,12.72764825,3.280941402,88.73857316
1773,7.117550299,23.53221777,31.97364698,163.8214122,Soybean,183.7223593,3.555036945,5.631429871,79.34291092
1774,6.410415868,18.65001496,19.74152988,62.559273,Corn,152.938223,7.263131194,5.751059262,5.205962382
1775,7.117523235,37.61653643,24.60376185,122.2526178,Corn,103.821522,17.14345789,1.796471003,17.59822596
1776,5.985638769,18.15579068,18.85287401,96.9111894,Corn,100.7189728,2.879400054,1.331692465,43.76893163
1777,6.408882843,49.99285587,25.49765859,59.41714747,Corn,120.9551478,12.57671796,2.725040085,33.17630273
1778,5.594368951,20.34566937,22.19337847,180.0073234,Corn,173.9416523,14.4576195,7.750552901,10.67028188
1779,6.819748349,39.7909883,21.58427611,229.1831316,Wheat,136.9883874,1.56116617,9.318723899,65.70620909
1780,6.552843246,31.60021019,28.28941376,50.12439344,Rice,152.381831,11.09637311,7.307984229,85.08852762
1781,6.09322846,45.38336389,20.29473053,207.9110372,Soybean,190.199991,3.326488671,4.923831704,59.72204326
1782,5.627550571,40.71113503,30.47393693,65.9641609,Corn,70.67801512,18.07252164,3.913008197,87.65397419
1783,7.34980176,32.60929828,16.75941544,174.201838,Wheat,113.4445261,12.09993879,9.302064087,70.73844789
1784,7.404003118,27.73670532,31.63414751,101.8000393,Wheat,81.0389235,12.69050072,6.199178062,12.46622822
1785,7.359225087,30.82318327,28.08007455,123.9831956,Wheat,85.7701577,5.49791226,7.177756431,59.63637196
1786,6.225962438,45.7509487,21.10957832,96.25791538,Wheat,103.2248948,19.24940036,1.530728158,58.06119113
1787,6.008865561,17.65736908,15.4997346,157.8591534,Corn,136.9186691,13.94393692,6.200495009,4.520255834
1788,7.223553352,24.12352833,17.6439613,112.7582306,Corn,132.8238869,13.22698277,5.092880695,66.67979364
1789,5.816718487,41.2923276,25.88588669,68.51862533,Corn,136.1913347,4.313132556,9.011706448,82.58269674
1790,5.638423257,26.88153265,22.92377213,150.625963,Wheat,52.8667666,16.68486178,5.096720345,4.656739439
1791,5.536016071,33.09342977,28.00427003,58.85162381,Soybean,173.3867101,4.332305774,2.290644376,52.1162863
1792,7.05794215,22.27901991,18.43402765,195.8853254,Wheat,173.4480088,17.0202159,2.855978534,59.39907463
1793,6.702020082,31.27573629,22.06771076,81.75192825,Soybean,147.7456138,14.78159506,6.072720657,33.43687008
1794,7.106514442,39.23396084,15.040215,117.1540723,Corn,190.6521381,17.19199298,8.904776592,14.32834159
1795,6.488540032,33.86191006,33.09945341,87.76809963,Corn,165.9441609,13.5579103,1.319191774,61.15813667
1796,5.667665235,47.69059729,30.87295839,287.474733,Rice,180.5903156,8.836102443,9.879468334,96.47738852
1797,7.348005097,35.07280577,27.50636144,62.65487314,Soybean,191.6616369,1.438544118,3.640372978,1.191812815
1798,5.754737229,37.4353596,26.41042531,164.8892198,Wheat,181.6800661,17.17870022,6.266547363,83.73636648
1799,6.12242255,14.31780757,25.59716506,275.6256649,Soybean,58.78383475,8.020703738,7.08569466,11.2632268
1800,6.200480843,33.0594024,17.42343599,229.46825,Corn,102.3449884,1.198573596,1.017608597,19.32973709
1801,6.185153947,36.1181225,27.39227705,153.4657041,Soybean,80.98959736,9.506829982,5.291807496,17.88147063
1802,6.442799144,25.66529519,16.78204015,120.3399498,Corn,102.4258547,10.09523006,9.545821957,18.34688962
1803,6.308009228,42.3729185,17.0305577,63.25193539,Corn,112.0588953,6.615795845,5.25539563,31.59788225
1804,6.658852054,34.00754711,28.11234626,207.9621353,Soybean,170.3220018,10.07450339,9.472826788,59.00990268
1805,7.348974636,43.13744402,28.55543818,204.3830604,Rice,129.5299132,13.0696828,3.147533755,37.68441452
1806,6.505997391,43.00427226,19.47910028,58.66998809,Soybean,57.39485893,12.21554235,8.521415876,16.35632902
1807,6.83026801,49.8979296,30.25383345,69.09558008,Rice,111.6960835,5.405221611,9.661097262,39.38672094
1808,6.605278304,17.44557716,29.12959777,190.6962037,Rice,117.3604474,17.26460157,5.141051253,23.50989453
1809,7.230754572,16.05079676,21.21178984,201.913961,Corn,176.4266074,9.890195907,3.176232748,49.84452645
1810,6.100225608,21.85265049,20.45487947,243.4503506,Soybean,139.7814762,19.79883775,2.98299588,93.27947562
1811,6.852825559,12.32196336,27.19466342,197.8211398,Wheat,68.60936037,4.236190426,9.24438811,33.52321219
1812,5.550521212,43.52632043,25.5663675,256.4594272,Wheat,108.6303026,13.73487542,9.132550168,76.38310938
1813,6.929249196,16.15785789,34.4840128,133.3004541,Wheat,119.2265072,14.34577649,3.279424666,50.8566268
1814,7.401747456,48.92569615,27.24296974,298.3692649,Corn,190.4590469,9.842905126,7.347381433,21.9899704
1815,7.01747265,44.66416669,29.24197655,167.2204664,Rice,187.3502004,8.325306258,3.674052659,28.61247899
1816,7.138718067,11.207504,20.99685171,207.2858675,Rice,132.1308723,4.408988023,2.056318255,19.82656267
1817,6.537874656,32.57012455,28.54952051,237.7688492,Soybean,151.5092851,13.49351339,3.883071513,8.938575395
1818,7.448046933,14.08423121,28.72083987,262.2742389,Wheat,67.77033706,4.918142303,3.395501555,44.00573803
1819,6.796446637,23.88480753,20.2000524,63.83409207,Soybean,59.8589483,10.24277261,3.133267401,17.958091
1820,7.077099107,47.93514381,16.85326518,142.5842456,Wheat,69.88385519,5.16897406,9.937832534,54.04963247
1821,6.018641329,38.19400148,27.78550855,244.6212422,Corn,75.29657611,4.543747343,2.232283696,16.79293287
1822,7.021648187,36.47034339,28.96850982,219.3637132,Soybean,66.70937359,8.357964916,6.535807572,42.45201852
1823,5.822568074,45.21620535,29.10310518,273.7162421,Soybean,180.2428222,10.53350719,4.325005982,50.41489056
1824,7.309869387,23.67055919,26.79669169,255.4983928,Corn,89.59785723,3.580452902,9.455238589,96.59672553
1825,6.831197472,43.65131914,26.17030171,97.92759533,Rice,73.47052816,6.788930819,9.906067834,71.03235516
1826,7.269531276,32.77470481,16.69107177,107.2133809,Wheat,161.0819045,14.60886703,4.715132051,33.1120925
1827,5.962680025,16.55777747,19.26035455,207.0594018,Wheat,96.35746998,7.090376012,7.747008251,7.898239236
1828,6.353178981,48.45415694,16.39435825,83.93688844,Rice,163.6947258,8.168287593,3.514452242,44.46278684
1829,6.149816479,24.7394802,29.13731688,210.0713888,Corn,115.5759295,9.510444835,5.731994786,58.63527263
1830,6.898164633,27.36139364,30.83881771,98.00293406,Corn,102.1751495,17.91445752,3.288065042,30.9667622
1831,6.992751759,41.9763811,30.85140142,87.4302775,Corn,59.49408138,14.86659114,6.865807624,90.00018324
1832,7.003269244,45.18349735,25.09435409,115.6013254,Soybean,90.80383162,17.37582385,3.685210329,49.93024142
1833,6.201779582,24.15867632,16.05338092,140.7437026,Wheat,93.52422279,2.675267261,7.345598748,39.45831208
1834,6.901998614,10.58870422,33.03993421,50.8843601,Corn,97.39209326,12.45351571,2.571721819,87.02109139
1835,6.662194972,28.68666452,29.14009812,62.96578071,Rice,146.3946215,16.06818596,5.13017729,30.10717706
1836,6.502794175,24.72195273,20.55945932,243.2940692,Corn,148.584788,14.8413235,5.129224286,59.69404674
1837,7.086988716,27.49726145,18.61575612,107.3046348,Rice,94.10963337,3.013456554,4.240043899,38.7035583
1838,6.787323947,34.65226493,17.4176912,192.7598871,Soybean,50.24872068,17.72713795,2.110869768,38.25791123
1839,7.040790257,12.73391465,28.70210084,215.5839525,Corn,159.8164161,10.05084378,3.53531284,46.48343553
1840,6.57094442,40.33290751,15.32846236,99.63696289,Corn,157.7504832,5.501683203,6.029640191,42.92652223
1841,6.505018087,31.63471598,23.20364381,141.3546579,Soybean,73.71460282,9.401851016,4.998943546,65.32010426
1842,6.140218688,10.72612301,19.41428962,206.2581312,Corn,127.8632153,14.33365296,3.822452334,97.60017317
1843,7.054636195,26.75077337,33.09887484,259.4230079,Rice,140.1635173,3.558697989,9.986398319,79.20886734
1844,5.616561451,31.73589312,18.21033948,278.8038228,Soybean,99.19089609,12.31960271,6.778001205,38.21537549
1845,5.679970455,32.54743427,34.37324057,191.7669618,Rice,85.55403316,3.021919436,5.665300304,27.35782706
1846,6.580269996,41.16939552,26.18543195,71.29237682,Corn,137.9815368,1.170349421,5.92195989,55.2433089
1847,6.149836483,28.92710449,28.26384222,176.1773127,Rice,65.76621186,5.377163779,5.432674125,52.85023842
1848,6.702602453,25.81225434,19.90923264,262.1278102,Rice,142.3803408,1.14519582,3.679987129,2.658390264
1849,5.760545257,17.54474071,17.34656213,286.7454504,Rice,75.17050118,7.482652125,2.887151918,11.8062615
1850,7.295404791,47.22027472,28.44588957,266.778526,Rice,152.4576812,17.81311782,6.442633771,34.11133156
1851,6.405950467,24.47035071,24.62037273,288.4874141,Corn,74.90084887,1.478432614,5.177040016,67.80569851
1852,7.276104002,44.73424521,20.18164637,216.39869,Corn,114.828171,13.75500288,8.041832711,14.72088234
1853,6.226396855,31.70510252,28.21627727,183.2644715,Soybean,80.07568169,16.10339194,2.160069353,5.219931126
1854,7.146131857,36.13534603,34.42324168,181.8073426,Wheat,50.41807993,17.07465538,8.075839912,69.97315763
1855,5.721585349,12.91182839,30.00495681,104.4534685,Rice,144.6486505,1.207144756,9.604906448,26.27982722
1856,7.158847311,21.59196446,15.58815267,115.3781577,Corn,141.5710572,4.373334483,8.545785928,33.43096268
1857,6.166827115,37.27841675,27.04777402,74.65604748,Soybean,79.17598112,11.50381802,6.548252637,2.306053372
1858,5.54346504,42.78795307,29.67912025,268.4849478,Corn,154.3939257,14.65070113,4.446333722,49.16137283
1859,6.518797149,43.04386154,21.99382141,128.7579685,Rice,125.6578233,18.59639254,1.317435122,46.97577958
1860,5.70431233,41.98322186,27.52968369,107.3007832,Rice,106.8991295,16.89720958,7.632040722,58.55061155
1861,6.538395908,49.01867695,24.31306133,213.1940632,Wheat,67.86135833,18.40560185,9.003225662,87.00986587
1862,7.493495755,39.46166653,31.40519376,101.883006,Wheat,156.2396053,7.796766956,4.115225422,60.06547433
1863,6.856095055,33.45518951,26.15895497,161.8500375,Corn,59.85397183,18.90317238,8.573230637,57.37936169
1864,7.394017558,22.96323911,16.45452888,76.44397127,Wheat,198.107664,12.64217879,9.838034013,82.04126248
1865,7.221745143,25.90446936,29.94222229,175.8354875,Rice,99.23862825,4.201032176,6.869866551,87.41619499
1866,7.401369721,25.1892165,24.38650609,231.4140345,Soybean,140.5381474,13.64131757,8.598473178,79.20290157
1867,7.486090719,26.35917353,19.23853916,168.7249749,Rice,153.9156063,18.3567818,9.912915591,72.6671264
1868,5.614762203,26.82178637,30.44783118,122.2168564,Soybean,155.5558741,14.27396274,1.241037362,27.65343766
1869,7.418395341,36.75309761,22.39568535,70.67788707,Soybean,122.6070175,19.77238627,8.261827956,75.42858344
1870,7.01831472,48.38323836,18.93710348,131.7323211,Rice,60.18932811,3.749180927,1.757640382,33.61548103
1871,7.117732197,10.08784702,28.3728738,241.2464689,Rice,70.38978277,9.729110237,8.30757034,73.99854476
1872,5.992951987,20.76642947,28.07408239,104.0706156,Soybean,87.37209601,4.513498817,9.6735715,24.58430148
1873,5.963046501,39.4320182,29.35869388,203.8633996,Soybean,137.6471651,6.689006757,6.537486669,72.52674791
1874,7.470250833,47.65090915,29.70056221,81.25872105,Soybean,87.41257759,18.36871022,4.572410767,98.41181383
1875,6.562585197,33.78804462,34.73913981,253.3252469,Wheat,143.0359964,10.5918452,2.453776584,63.5408455
1876,7.13298014,46.59803909,28.08268208,144.942368,Corn,135.9788248,9.915940061,1.11561352,7.386860728
1877,7.155674383,28.73126562,20.42664746,102.6703351,Rice,147.5623517,10.78504853,7.645185715,66.92669871
1878,6.174822313,20.58830898,16.40386139,71.20867576,Soybean,73.61758683,2.563189767,5.515077628,72.85337364
1879,5.682373549,23.18676846,22.64512502,236.1790389,Soybean,177.9973105,19.97000772,2.410134081,97.35119337
1880,5.77160217,42.66859006,30.37851521,136.6832101,Soybean,162.5076629,13.99088027,7.153953399,46.47525464
1881,6.740839557,18.88060542,29.50477025,118.4555179,Soybean,92.70555026,1.656482979,1.088722461,16.01922482
1882,5.998587025,40.4434028,31.09279671,193.1082922,Rice,70.51882729,5.530952632,6.839280824,58.33210654
1883,6.621530523,44.1461287,25.44152131,50.99102819,Corn,123.5855404,16.55085788,5.016647118,46.11557797
1884,5.523691515,12.18440199,26.99264947,112.3079585,Soybean,54.29302233,2.64733377,3.367628583,71.56576033
1885,6.849424838,30.46413761,18.59079178,208.6879215,Wheat,152.3591135,5.536648744,9.051918117,37.11268039
1886,7.161214343,35.55628697,28.57202086,233.6515906,Wheat,67.70247257,1.989906217,5.628129479,14.34703592
1887,5.891313716,12.0988315,29.45360901,82.29872917,Wheat,76.32158443,3.484765,3.935905547,80.57171172
1888,6.354980829,22.34807252,17.15918569,239.501328,Corn,160.7079993,7.840797114,5.217146972,85.45831445
1889,5.871059219,24.49955948,15.97483971,200.1868295,Wheat,180.2438502,15.49005224,4.267518942,76.10819811
1890,6.51737574,10.91103002,16.73590155,227.9654236,Corn,130.2790079,11.53929395,8.481819902,25.73546506
1891,6.458919557,26.69349755,21.13620311,105.3870852,Corn,52.56843579,9.237063,5.928757099,55.77023456
1892,7.2787049,17.33197523,27.38823952,81.15525448,Wheat,125.4115487,6.473271407,3.805167208,83.17265772
1893,5.865987748,27.75599215,27.26199514,95.40074864,Corn,148.435881,14.72376753,3.952507806,59.16949832
1894,6.684082804,25.84822719,15.7419772,239.4263572,Soybean,184.1772679,13.9148188,4.513857441,25.55918642
1895,6.367727607,12.42202892,22.55210991,230.5364391,Wheat,158.5480458,19.90798361,4.174917723,83.40642496
1896,7.256304312,49.00584663,30.20890891,139.8115907,Wheat,52.51359301,17.00315955,1.831387368,65.08883998
1897,6.432563759,41.22791318,26.04352058,274.6361914,Soybean,137.0775563,14.90960108,9.525729729,28.60792626
1898,6.849313713,12.23380336,23.22722885,230.1262986,Rice,72.73309337,5.091601677,4.123152947,78.83088562
1899,6.813298926,45.00322364,27.1193816,194.0889742,Wheat,173.687448,10.87195083,2.518788566,15.84783658
1900,5.839487409,10.02038312,34.99739229,203.5961872,Wheat,91.22588497,8.765908426,5.868016861,79.32057972
1901,6.879910795,18.9466849,25.13819968,146.4350084,Soybean,70.98868596,11.23956364,9.997555504,39.46771225
1902,7.156988575,23.80035895,27.61590445,250.3976713,Soybean,170.6400481,12.88695484,6.053667115,49.75829394
1903,7.10817832,11.77018814,20.46163022,130.205893,Soybean,67.90401476,1.582893478,8.125230042,14.08695791
1904,5.960314356,48.17354104,31.89319124,51.06782819,Soybean,79.71069548,11.33608332,8.959084546,22.40893725
1905,6.437652882,49.64442999,20.15967119,292.8910813,Rice,139.871259,18.81347088,9.012743456,38.59432383
1906,7.322258913,46.20438768,33.26771603,295.1122879,Rice,50.87580757,3.292856464,7.433544823,62.33312933
